Age,CCAvg,CD_Account,CreditCard,Education,Experience,Family,Income,Mortgage,Mortgage > 0,Online,Personal_Loan,Securities_Account,ZIPCode (SCF)
47,3.8,0,0,1,21,1,83,97,97.0,0,1,0,92
56,1.4,0,1,1,30,3,39,131,131.0,0,0,0,90
25,2.5,0,1,1,1,3,113,0,,0,0,0,90
30,0.5,1,0,3,5,4,125,0,,1,1,0,90
34,1.2,0,0,3,9,3,105,0,,0,0,1,90
44,3.5,0,0,1,18,2,75,0,,1,1,0,91
36,1.0,0,0,2,9,2,40,0,,1,0,0,90
39,0.5,0,0,3,14,3,61,137,137.0,1,0,0,94
54,4.5,0,0,3,24,2,75,0,,0,0,0,90
33,0.0,0,1,1,8,1,122,0,,1,0,0,94
39,3.0,0,1,1,14,3,75,0,,0,0,0,95
41,0.2,0,0,3,15,4,59,0,,0,0,0,90
40,1.0,0,0,2,13,3,24,0,,1,0,0,94
51,0.8,0,1,1,27,2,39,182,182.0,0,0,0,92
47,0.4,0,0,2,22,4,24,142,142.0,1,0,0,90
53,0.1,0,0,2,28,3,20,0,,0,0,0,94
30,2.6,0,0,2,5,1,85,0,,1,0,0,94
28,2.6,0,0,3,3,3,65,0,,0,0,1,95
51,0.0,0,0,1,26,2,11,0,,0,0,1,92
63,1.0,0,0,3,37,2,40,167,167.0,0,0,0,94
38,0.7,0,0,2,13,3,54,196,196.0,0,0,0,92
59,3.8,0,1,1,35,1,95,0,,1,0,0,95
53,1.0,0,0,2,29,4,94,0,,1,0,0,92
31,2.2,0,0,2,5,4,79,0,,0,0,0,94
41,0.3,0,1,3,17,3,48,0,,1,0,0,94
25,2.6,0,0,1,1,4,70,0,,1,0,1,92
27,0.1,0,0,2,3,3,40,111,111.0,1,0,0,94
50,1.8,0,1,1,24,4,44,0,,1,0,0,94
50,1.4,0,0,3,25,1,43,137,137.0,1,0,0,92
43,0.3,0,0,3,18,1,29,0,,1,0,0,90
46,0.0,0,1,1,20,1,114,0,,1,0,0,90
30,0.7,0,0,2,6,3,52,0,,1,0,0,92
42,0.2,0,0,1,16,1,13,0,,1,0,0,91
42,0.5,0,0,3,17,3,95,0,,0,0,0,90
29,2.9,0,0,3,3,1,84,0,,1,0,0,95
38,1.8,0,0,1,14,1,49,0,,0,0,0,90
51,1.7,0,1,1,25,1,181,0,,1,0,0,93
35,0.3,1,1,2,10,1,182,229,229.0,1,1,0,95
37,2.7,0,0,1,13,2,70,0,,0,0,0,92
47,1.1,0,1,1,21,3,79,185,185.0,1,0,0,94
55,2.8,0,1,2,29,4,61,0,,1,0,0,95
65,2.1,0,0,1,41,2,121,0,,1,0,0,92
58,0.2,0,0,1,33,3,34,83,83.0,1,0,0,92
52,1.6,0,1,3,28,1,51,0,,0,0,1,94
28,0.3,0,1,3,2,3,70,0,,0,0,0,90
32,1.7,0,1,1,8,1,39,0,,1,0,0,95
51,2.0,0,0,2,24,3,84,0,,0,0,0,94
42,1.7,0,1,1,18,1,145,132,132.0,1,0,0,94
42,0.4,0,1,1,17,2,98,0,,1,0,0,95
41,1.0,0,0,3,16,1,79,233,233.0,1,0,0,96
34,2.0,0,1,3,8,2,38,0,,1,0,0,94
30,0.7,0,1,2,6,3,49,196,196.0,0,0,0,91
32,1.0,0,0,1,7,1,38,0,,1,0,0,90
46,2.6,0,0,3,20,4,91,0,,0,0,0,92
38,0.2,0,1,1,12,4,29,0,,0,0,0,94
32,3.7,0,1,1,8,2,104,0,,0,1,0,95
35,2.5,0,1,1,9,1,58,0,,1,0,0,91
30,1.9,0,0,2,5,2,171,0,,0,1,0,94
30,3.3,1,1,1,4,3,73,0,,1,1,0,94
57,4.5,0,0,3,27,2,90,0,,1,0,0,91
34,2.3,1,1,1,9,3,55,0,,1,0,1,94
31,2.0,0,0,2,4,1,28,0,,0,0,0,94
39,2.5,0,0,3,14,1,42,0,,1,0,0,95
57,0.1,0,0,2,33,1,9,91,91.0,1,0,1,93
47,1.5,0,0,2,21,1,65,0,,1,0,1,94
51,4.5,1,0,3,26,4,134,0,,1,1,1,90
30,3.4,0,0,1,6,4,83,0,,1,0,1,93
55,1.0,0,0,2,28,3,38,0,,1,0,0,95
32,0.3,0,1,1,6,4,13,0,,1,0,0,94
32,2.9,0,0,3,7,3,143,0,,1,1,0,91
44,1.9,0,0,1,20,4,75,0,,0,0,0,91
33,3.2,0,0,3,7,1,120,0,,1,1,0,94
49,2.8,0,0,2,24,1,91,0,,0,0,0,95
32,1.5,0,1,3,6,2,99,0,,0,0,0,92
31,0.1,0,0,1,7,1,71,78,78.0,0,0,1,90
37,0.8,0,0,2,13,1,111,0,,0,0,0,91
41,5.2,0,0,1,15,1,108,0,,0,0,0,90
55,2.67,0,0,1,31,3,81,0,,1,0,0,95
49,0.1,1,0,3,23,2,12,0,,1,0,1,94
63,0.4,0,0,1,37,2,21,0,,1,0,0,95
55,0.9,0,1,1,30,4,55,215,215.0,1,0,0,92
59,1.8,0,0,3,35,1,42,0,,1,0,0,93
41,0.4,0,1,1,16,2,81,0,,0,0,0,92
49,0.2,0,0,1,25,4,13,87,87.0,0,0,0,94
48,0.6,0,0,1,23,1,132,157,157.0,0,0,0,94
41,1.0,0,0,3,16,1,99,0,,1,0,0,92
50,0.2,0,1,1,26,4,23,0,,0,0,0,92
28,2.0,0,0,2,1,1,40,0,,1,0,1,95
36,1.4,0,0,1,11,3,181,0,,0,1,0,94
43,1.7,0,0,1,19,1,113,0,,0,0,0,91
30,5.0,0,1,2,5,4,112,0,,0,1,0,91
62,1.1,0,0,3,37,1,38,0,,1,0,0,91
40,1.4,0,0,3,16,1,32,158,158.0,1,0,0,92
35,0.6,0,1,2,10,3,104,0,,0,0,0,91
64,1.9,0,0,2,40,1,43,0,,1,0,0,95
49,1.7,0,0,2,24,3,45,0,,1,0,1,92
24,1.7,0,0,2,1,2,35,0,,0,0,0,94
36,1.2,0,1,2,10,4,42,0,,1,0,0,93
29,0.8,0,1,2,4,1,58,0,,1,0,0,91
29,3.4,0,0,1,3,4,103,0,,1,1,0,90
28,3.3,1,0,2,3,1,71,149,149.0,1,1,1,90
33,0.4,0,0,2,7,1,14,98,98.0,1,0,0,94
36,1.2,0,1,3,11,3,98,0,,0,0,1,90
42,0.1,0,1,2,17,1,90,0,,0,0,0,90
25,0.2,0,0,1,0,4,65,0,,0,0,1,90
28,0.4,0,1,1,2,4,19,0,,1,0,0,94
50,1.7,0,1,2,25,3,35,0,,1,0,0,94
34,1.3,0,0,1,9,4,71,0,,1,0,0,90
43,0.5,0,0,1,19,3,31,0,,0,0,0,94
62,1.2,0,0,2,38,4,43,0,,1,0,0,94
61,1.5,0,0,2,36,1,24,87,87.0,0,0,1,94
45,0.4,0,1,3,19,2,58,0,,0,0,1,94
42,0.4,0,0,1,17,2,115,0,,1,0,0,92
29,1.5,0,1,1,5,1,128,0,,1,0,0,94
58,1.7,0,1,2,32,3,81,0,,1,0,0,92
29,1.3,0,0,3,3,4,41,0,,1,0,0,94
32,2.9,0,0,2,7,2,123,0,,1,1,0,92
37,2.7,0,0,1,13,2,71,94,94.0,1,0,0,94
48,0.4,0,1,3,23,1,8,0,,0,0,0,92
40,0.7,0,0,1,14,2,42,101,101.0,1,0,0,94
29,2.5,0,0,1,4,2,62,184,184.0,1,0,0,92
36,1.0,0,0,1,12,4,22,91,91.0,1,0,1,92
35,1.0,0,0,2,8,4,38,0,,1,0,0,95
35,0.4,0,0,2,11,4,24,0,,0,0,0,95
62,2.4,0,0,1,37,3,50,0,,1,0,0,91
32,3.1,0,0,1,7,2,94,0,,1,0,0,91
63,5.1,0,0,3,37,4,165,0,,0,1,0,95
38,1.2,0,1,2,12,4,43,0,,0,0,0,94
50,1.6,0,1,2,26,1,48,0,,0,0,0,91
46,2.7,0,1,2,21,3,52,228,228.0,0,0,0,91
50,4.9,0,0,1,24,4,84,0,,1,0,0,93
61,0.9,0,0,1,36,1,131,0,,1,0,0,92
34,0.2,0,0,1,8,4,44,0,,0,0,0,91
27,0.2,0,0,1,2,4,78,87,87.0,0,0,0,93
61,0.4,0,0,2,36,4,15,0,,0,0,0,92
45,1.9,0,1,3,20,4,38,144,144.0,1,0,0,94
50,1.3,0,0,3,25,1,84,0,,1,0,1,91
44,0.3,0,0,1,20,1,122,0,,1,0,0,94
62,2.8,0,0,1,36,2,98,0,,0,0,0,92
45,2.67,0,0,2,18,3,80,0,,0,0,0,92
30,3.3,0,1,1,5,2,121,0,,0,0,0,94
61,0.4,0,0,2,37,3,20,94,94.0,0,0,0,90
45,0.2,0,0,1,19,1,11,91,91.0,0,0,0,96
59,1.8,0,0,3,35,1,45,0,,1,0,0,94
30,2.8,0,0,2,6,2,118,0,,0,1,0,94
60,0.3,0,1,1,36,2,14,109,109.0,1,0,0,90
39,0.2,0,0,2,13,3,30,0,,0,0,0,92
56,0.2,0,0,1,30,1,45,98,98.0,0,0,0,92
56,2.67,0,0,1,32,3,80,0,,1,0,0,94
27,0.3,0,1,2,1,4,25,0,,1,0,0,94
66,2.5,1,1,1,41,1,144,0,,1,0,1,94
53,0.4,0,0,1,29,2,22,0,,1,0,0,93
44,1.5,0,1,1,18,3,33,0,,1,0,0,90
54,2.6,0,0,3,28,4,60,0,,0,0,0,94
31,2.2,0,0,2,6,4,81,116,116.0,1,0,0,95
28,1.6,0,0,3,2,2,63,0,,1,0,0,91
51,0.7,0,1,3,26,2,12,109,109.0,1,0,0,90
52,0.8,0,0,1,27,4,15,101,101.0,0,0,0,91
64,0.5,1,1,3,38,1,39,0,,1,0,1,92
29,2.0,0,0,2,4,4,44,0,,1,0,0,91
34,4.0,0,0,1,10,1,110,0,,1,0,0,92
46,1.4,0,0,3,21,1,41,128,128.0,1,0,0,94
48,1.4,0,0,3,22,1,59,241,241.0,1,0,0,91
52,0.8,0,0,1,28,2,39,0,,1,0,0,94
44,0.0,0,0,2,19,4,35,0,,1,0,0,94
51,2.6,0,1,2,27,1,80,0,,1,0,0,90
47,2.67,0,0,2,20,1,81,0,,1,0,0,94
39,0.8,0,0,3,13,2,31,0,,0,0,0,95
42,1.9,0,0,3,17,4,93,0,,0,0,0,92
57,1.5,0,0,1,33,4,45,204,204.0,1,0,0,92
36,0.6,0,1,3,12,2,40,0,,1,0,0,91
27,1.6,0,1,3,1,2,80,185,185.0,1,0,0,95
31,0.4,0,0,3,7,1,20,0,,1,0,0,92
63,0.5,0,1,3,37,1,41,0,,0,0,0,93
34,0.3,0,1,1,8,1,31,104,104.0,1,0,0,91
52,0.2,0,0,2,27,4,35,0,,1,0,0,95
57,1.4,0,1,3,31,3,40,137,137.0,1,0,0,91
63,1.8,0,0,3,39,1,84,0,,0,0,0,94
26,1.6,0,0,3,1,2,53,0,,1,0,0,94
35,4.0,0,0,3,5,4,85,0,,1,0,0,92
58,3.9,0,0,1,33,2,138,0,,1,0,0,94
32,1.75,0,0,3,2,2,71,108,108.0,0,0,0,95
64,0.8,0,1,3,39,1,113,0,,0,0,0,92
50,1.0,0,0,2,23,2,23,0,,0,0,1,94
34,2.3,0,0,1,9,3,62,0,,0,0,0,92
36,0.2,0,1,3,11,4,14,100,100.0,1,0,0,92
43,2.2,0,1,3,18,2,60,0,,0,0,0,91
28,0.8,0,0,1,4,3,94,236,236.0,1,0,0,92
64,1.8,0,0,2,39,3,83,0,,1,0,0,95
62,1.7,0,0,1,37,4,61,0,,0,0,0,93
27,3.1,0,0,1,2,2,92,178,178.0,1,0,0,95
42,0.8,0,1,3,16,2,20,117,117.0,1,0,0,95
36,2.5,0,1,1,10,1,74,0,,0,0,0,94
48,0.4,0,0,3,22,2,84,145,145.0,0,0,0,90
39,2.33,0,0,1,15,3,52,0,,1,0,0,92
51,1.3,0,1,2,26,1,55,236,236.0,0,0,0,93
30,3.4,0,0,1,6,4,64,117,117.0,0,0,0,94
65,2.5,0,0,1,40,1,128,162,162.0,1,0,0,90
38,1.7,0,1,2,13,4,113,0,,0,1,0,94
29,1.1,0,1,2,3,3,50,0,,0,0,0,94
42,2.2,0,0,2,18,4,54,0,,0,0,0,94
46,0.4,0,0,1,21,4,82,0,,0,0,0,94
62,1.7,0,0,2,38,4,100,0,,1,0,0,90
58,2.2,0,0,1,34,4,44,0,,0,0,1,94
56,0.5,1,1,2,30,4,164,234,234.0,1,1,0,94
56,3.7,0,1,1,31,2,81,121,121.0,1,0,0,92
42,0.5,0,0,3,17,1,28,90,90.0,0,0,0,92
30,1.5,0,0,1,6,3,80,219,219.0,1,0,0,92
61,1.9,0,0,2,35,4,90,0,,1,0,0,95
38,3.6,0,1,2,14,1,74,0,,1,0,0,90
50,0.7,0,0,3,25,2,14,0,,1,0,1,95
61,0.5,0,0,2,36,2,23,103,103.0,1,0,0,91
42,0.9,0,0,3,16,3,38,0,,0,0,0,94
32,0.3,0,0,2,6,2,28,88,88.0,1,0,0,94
34,1.1,0,1,3,9,4,31,0,,1,0,0,94
54,2.0,0,1,3,24,3,50,0,,1,0,0,92
38,2.0,0,0,3,14,4,71,0,,0,0,0,95
62,0.3,0,0,3,36,3,21,0,,0,0,0,95
37,0.8,0,0,3,11,2,35,125,125.0,0,0,0,90
46,2.4,0,1,1,21,1,42,0,,1,0,0,92
52,3.6,0,0,3,27,4,78,141,141.0,1,0,0,92
32,2.2,0,0,2,6,4,73,0,,0,0,0,94
49,1.0,0,0,3,25,2,53,181,181.0,0,0,0,95
28,1.6,0,0,3,3,2,51,123,123.0,0,0,0,94
55,2.3,0,0,3,30,2,40,0,,1,0,0,95
52,1.0,0,0,1,26,1,178,0,,0,0,0,94
32,0.3,0,1,1,6,2,35,0,,0,0,0,94
32,1.67,1,1,2,5,2,48,0,,1,0,1,94
52,0.6,0,0,2,26,3,45,0,,0,0,0,91
52,0.2,0,0,1,28,1,15,0,,1,0,0,95
50,0.3,0,0,1,24,1,79,120,120.0,1,0,0,94
32,2.0,0,0,2,5,4,63,0,,1,0,1,90
61,0.2,0,0,3,35,2,30,0,,1,0,0,94
28,1.0,0,0,2,4,3,32,0,,0,0,0,90
34,0.1,0,1,1,9,2,64,224,224.0,1,0,0,92
31,0.1,0,0,1,7,1,84,0,,1,0,0,92
31,0.4,0,0,2,5,1,21,0,,1,0,0,94
62,1.7,0,0,2,38,4,99,0,,1,0,0,95
47,1.3,0,0,1,22,2,35,0,,1,0,0,94
50,1.7,0,1,1,24,1,180,0,,1,0,0,94
36,1.33,0,0,1,12,1,42,0,,1,0,0,93
26,2.1,0,0,2,0,4,179,0,,0,1,0,92
51,0.1,0,0,3,27,4,42,0,,0,0,0,90
35,3.4,0,0,1,11,4,82,0,,0,0,0,94
42,0.7,0,0,1,16,2,55,149,149.0,0,0,0,91
36,2.2,0,0,1,12,2,79,0,,1,0,0,90
41,0.6,0,1,3,17,2,48,215,215.0,0,0,0,92
49,2.7,0,0,1,25,1,93,0,,1,0,1,93
57,0.2,0,0,3,32,2,23,0,,0,0,0,92
44,2.33,0,0,1,20,3,50,200,200.0,0,0,0,95
60,2.0,0,0,1,34,2,85,0,,1,0,0,91
38,1.5,0,0,2,14,1,35,97,97.0,1,0,0,95
29,1.5,0,1,2,2,4,29,0,,0,0,0,90
59,1.8,0,1,3,35,1,84,0,,1,0,0,94
51,0.5,0,0,2,27,4,20,0,,1,0,0,90
50,0.4,0,1,3,25,1,14,0,,1,0,0,94
61,0.8,0,0,1,37,1,48,158,158.0,1,0,0,91
42,2.8,0,0,1,16,1,74,0,,1,0,0,90
55,1.4,0,0,1,29,1,53,0,,0,0,0,95
50,2.8,0,1,2,25,1,83,0,,1,0,0,92
54,4.9,0,0,1,28,4,85,0,,1,0,0,92
50,0.9,0,0,2,26,4,38,0,,1,0,0,95
31,1.6,0,1,1,5,3,85,157,157.0,1,0,0,92
32,0.1,0,0,1,8,1,79,0,,0,0,0,92
44,0.4,0,0,1,19,4,69,0,,0,0,0,92
60,0.9,0,1,3,35,3,43,0,,1,0,0,94
60,0.3,0,0,1,34,2,33,101,101.0,1,0,0,91
62,0.1,0,1,3,38,3,42,149,149.0,0,0,0,95
46,1.9,0,0,3,21,4,40,122,122.0,1,0,0,94
57,1.8,0,0,3,33,1,43,0,,0,0,0,91
30,0.5,0,0,3,5,4,20,117,117.0,0,0,0,94
58,2.5,0,0,1,32,3,65,222,222.0,1,0,0,95
60,0.3,0,0,3,35,3,135,0,,1,1,0,92
59,1.6,0,0,3,34,3,84,0,,1,0,0,94
50,2.9,0,1,3,26,1,179,0,,0,1,0,92
63,1.3,0,0,2,39,4,45,86,86.0,0,0,0,92
27,2.5,0,0,1,3,2,109,0,,1,0,0,93
54,0.1,0,0,3,29,4,34,0,,1,0,0,93
62,1.3,0,0,1,37,1,162,0,,1,0,0,95
60,1.4,0,0,1,34,2,105,0,,1,0,0,92
38,0.2,0,0,2,12,3,22,0,,1,0,0,91
34,1.8,0,1,1,8,2,82,178,178.0,1,0,0,91
65,1.7,0,0,2,41,4,105,230,230.0,1,0,1,95
55,1.8,0,0,3,31,1,62,0,,1,0,0,91
57,2.0,0,1,1,31,2,82,83,83.0,0,0,0,95
27,0.0,0,0,1,3,4,72,0,,1,0,0,95
35,1.7,0,1,1,10,4,38,0,,1,0,0,95
52,1.0,0,0,1,28,4,25,0,,0,0,0,90
45,0.75,0,0,3,15,1,20,0,,1,0,0,94
29,1.8,0,1,2,3,4,80,0,,1,0,0,94
44,1.1,0,0,1,18,3,84,0,,0,0,0,91
47,1.0,0,1,1,23,1,33,0,,1,0,0,90
62,0.9,0,0,3,37,3,55,0,,1,0,0,95
52,0.7,0,1,2,27,2,33,0,,0,0,0,90
42,0.3,0,0,3,18,1,43,158,158.0,0,0,0,91
65,0.1,0,0,3,41,3,45,0,,1,0,0,95
42,3.5,0,0,1,18,1,141,0,,0,0,0,93
40,2.4,0,0,1,16,4,69,0,,1,0,0,92
32,0.1,0,0,2,8,4,78,0,,1,0,0,90
40,3.7,0,0,3,15,1,84,0,,1,0,0,94
55,5.2,0,0,2,29,1,172,0,,0,1,0,95
32,0.2,0,1,1,6,4,51,154,154.0,0,0,1,93
58,1.4,0,0,3,28,1,75,0,,1,0,0,92
46,3.1,1,1,2,22,1,183,0,,1,1,0,91
53,0.4,0,1,3,23,4,20,0,,1,0,0,92
41,3.2,0,0,1,17,2,63,0,,0,0,0,90
60,2.1,0,0,1,35,4,44,0,,0,0,0,92
59,2.0,0,0,1,33,2,100,127,127.0,0,0,0,95
48,0.4,0,0,1,24,3,12,0,,0,0,0,90
59,2.3,0,0,3,33,2,68,128,128.0,1,0,1,94
33,1.0,0,0,1,8,1,48,212,212.0,1,0,0,94
40,0.4,0,0,1,15,2,82,0,,0,0,0,93
42,2.5,0,0,1,18,2,52,0,,0,0,0,94
65,4.6,1,1,2,41,2,154,0,,1,1,1,92
30,1.5,0,1,1,4,1,39,0,,0,0,0,91
30,0.3,1,1,1,4,1,40,0,,1,0,0,91
42,1.9,0,0,3,17,4,54,164,164.0,0,0,0,94
32,1.0,1,1,2,8,2,32,103,103.0,1,0,0,94
55,2.3,0,0,3,30,2,64,0,,0,0,0,90
64,2.5,0,1,3,38,1,40,94,94.0,1,0,0,91
37,0.5,0,0,3,11,3,60,0,,1,0,0,96
31,1.3,0,1,1,5,2,85,119,119.0,1,0,0,95
25,0.4,0,0,1,1,4,21,90,90.0,1,0,0,94
31,0.6,0,0,3,5,1,35,171,171.0,0,0,0,95
32,0.1,0,0,1,7,2,52,0,,1,0,0,92
51,1.5,0,1,2,25,2,68,117,117.0,0,0,0,92
65,1.1,0,0,1,41,2,55,0,,0,0,0,93
43,0.2,0,0,1,17,1,55,0,,1,0,0,90
46,0.4,0,1,1,21,4,80,0,,1,0,0,95
28,0.8,0,0,1,3,1,123,146,146.0,0,0,0,92
63,1.9,0,0,2,37,4,90,106,106.0,1,0,1,94
59,1.4,0,0,3,29,1,61,0,,0,0,0,94
42,2.5,0,0,2,15,3,41,0,,1,0,0,94
58,1.6,0,0,3,33,2,43,0,,1,0,0,94
39,0.1,0,0,1,13,3,71,162,162.0,1,0,1,95
36,1.0,0,0,1,12,4,25,0,,1,0,0,95
60,3.0,1,0,2,33,1,154,0,,1,1,1,90
47,2.4,0,0,1,21,1,141,0,,0,0,0,90
29,0.9,0,0,3,4,2,22,110,110.0,0,0,0,92
41,0.5,0,0,3,16,3,49,0,,1,0,0,92
63,2.0,0,0,1,37,1,109,0,,1,0,0,90
59,0.5,0,1,1,34,3,80,0,,1,0,0,90
44,1.4,0,1,2,20,4,82,201,201.0,1,0,0,94
54,2.5,0,0,1,28,4,52,0,,1,0,0,94
29,2.5,0,1,1,5,3,85,0,,1,0,0,90
51,1.0,0,0,1,25,1,148,0,,0,0,0,90
63,2.1,0,1,1,39,2,160,0,,0,0,0,91
36,1.7,0,0,1,11,4,39,0,,1,0,0,90
42,0.8,0,1,3,16,2,25,0,,0,0,0,94
51,1.4,0,1,3,25,1,33,0,,1,0,0,93
47,2.5,0,0,2,20,3,38,0,,0,0,0,92
40,0.2,0,1,3,16,4,85,0,,1,0,0,92
54,0.2,0,0,1,28,1,48,0,,1,0,0,93
47,0.6,0,0,3,21,4,15,77,77.0,1,0,0,95
35,0.0,0,0,1,10,1,94,174,174.0,1,0,0,91
28,0.6,0,0,1,4,2,120,0,,1,0,0,92
45,0.7,0,0,3,19,1,60,159,159.0,1,0,0,91
62,0.7,0,0,3,36,2,29,0,,0,0,0,91
45,2.67,0,0,2,18,3,78,0,,1,0,0,92
59,1.2,0,0,2,35,4,59,0,,1,0,0,90
58,4.5,0,1,3,28,2,80,0,,0,0,0,91
52,1.0,0,1,1,26,1,180,0,,1,0,0,94
34,0.1,0,0,2,8,3,8,83,83.0,1,0,0,94
65,1.5,0,0,3,35,1,23,0,,1,0,0,91
48,3.8,0,0,3,23,2,79,0,,1,0,0,92
61,0.0,0,1,2,37,1,64,0,,0,0,0,92
40,0.2,0,1,3,14,4,64,0,,1,0,0,91
65,3.8,0,0,1,39,4,160,237,237.0,1,1,0,94
28,1.0,0,0,3,4,1,43,102,102.0,0,0,0,91
67,1.1,0,1,3,42,1,32,0,,0,0,0,93
35,0.0,0,0,1,9,2,179,76,76.0,1,0,1,91
60,0.1,0,0,1,35,1,8,0,,1,0,0,94
58,1.6,0,0,1,32,1,63,0,,1,0,1,92
55,2.3,0,0,3,30,2,40,0,,1,0,1,94
34,2.2,0,0,2,9,4,99,155,155.0,1,0,0,90
35,4.5,0,0,2,9,2,141,0,,0,1,0,93
28,1.5,0,1,1,4,1,159,0,,1,0,0,93
38,0.3,0,0,1,12,2,39,174,174.0,1,0,0,95
62,1.7,0,0,2,38,4,99,0,,0,0,0,91
30,0.3,0,1,2,4,4,18,0,,1,0,0,95
38,0.3,0,1,1,12,2,38,0,,1,0,0,94
33,0.0,0,0,1,8,1,133,0,,1,0,0,90
58,2.8,0,1,1,34,2,84,0,,1,0,0,91
59,0.0,0,1,2,35,1,60,0,,1,0,0,90
36,0.5,0,1,3,12,1,18,0,,0,0,0,91
45,0.8,0,0,3,21,1,73,0,,1,0,0,95
52,4.3,1,1,2,26,1,91,0,,1,1,0,92
54,1.1,0,0,1,28,2,74,0,,1,0,0,95
30,0.3,0,1,2,4,2,35,0,,0,0,1,92
65,2.0,0,1,1,39,1,113,0,,1,0,0,90
34,2.2,0,0,2,8,4,52,0,,0,0,0,94
51,0.3,0,1,3,25,1,18,93,93.0,0,0,0,92
52,0.0,0,1,1,27,2,25,0,,1,0,0,95
43,1.9,0,0,3,18,4,50,0,,0,0,0,91
35,0.7,0,1,3,10,4,75,0,,1,0,0,93
56,4.5,0,1,3,26,2,92,0,,0,0,1,92
57,2.0,0,0,2,32,2,33,0,,1,0,0,95
58,2.2,0,0,3,32,3,65,0,,0,0,0,90
53,1.7,0,0,1,28,3,44,0,,0,0,0,91
44,1.4,0,1,1,20,2,175,0,,1,0,0,96
54,1.5,0,1,3,28,4,28,0,,1,0,0,94
41,2.2,0,0,2,17,4,49,0,,0,0,0,92
52,1.8,0,0,1,26,4,45,0,,1,0,0,92
43,3.0,0,0,3,17,4,64,221,221.0,1,1,0,95
63,0.1,0,0,3,38,3,22,90,90.0,1,0,0,92
41,1.0,0,0,3,16,1,104,0,,1,0,0,92
40,0.1,1,1,3,16,4,155,0,,1,1,0,94
43,2.4,0,0,1,18,1,58,0,,0,0,0,95
57,1.8,0,0,3,33,1,45,195,195.0,0,0,0,94
34,4.6,0,0,1,9,1,134,164,164.0,1,0,1,94
38,2.0,0,0,3,14,4,58,153,153.0,0,0,1,91
47,0.2,0,1,1,21,1,20,0,,1,0,0,94
39,1.5,0,0,3,13,4,25,0,,1,0,0,90
45,0.3,0,1,1,20,1,55,0,,1,0,0,94
62,1.3,0,0,1,37,1,155,0,,0,0,0,93
59,1.3,0,1,1,34,1,30,0,,1,0,0,92
61,0.4,0,1,1,37,4,39,0,,1,0,0,92
36,2.0,0,0,3,12,4,73,188,188.0,1,0,0,95
58,1.3,0,0,1,34,4,41,0,,1,0,0,94
55,0.1,0,0,3,30,4,34,157,157.0,1,0,0,95
29,0.9,0,0,3,5,3,21,119,119.0,0,0,0,90
34,0.3,1,1,1,8,4,11,0,,1,0,1,91
50,0.4,0,0,3,20,4,19,0,,0,0,0,92
52,2.4,0,0,2,26,2,101,0,,1,0,0,93
39,1.0,0,1,1,15,1,24,116,116.0,1,0,0,92
55,2.7,0,0,1,29,2,131,0,,0,0,1,92
33,4.0,0,0,1,9,1,105,0,,1,0,0,95
47,1.2,0,0,2,21,1,52,194,194.0,0,0,0,94
57,0.9,0,0,2,32,4,21,113,113.0,0,0,1,92
57,1.4,0,0,1,31,3,45,198,198.0,1,0,0,94
40,2.0,0,0,1,14,1,39,0,,1,0,0,93
46,0.7,0,0,1,22,3,83,0,,0,0,0,95
42,1.0,0,0,2,15,3,34,0,,1,0,1,91
59,1.7,0,0,2,33,4,49,104,104.0,1,0,0,93
31,4.0,0,0,3,1,4,60,244,244.0,0,0,0,94
51,1.8,0,0,1,25,4,41,0,,0,0,0,94
59,3.0,0,0,2,35,4,102,115,115.0,1,1,0,92
35,1.3,0,0,1,10,3,31,0,,0,0,0,95
46,1.5,0,0,2,20,1,73,128,128.0,1,0,0,93
34,0.0,0,0,1,9,1,89,0,,1,0,0,91
55,0.7,0,1,3,29,4,19,121,121.0,0,0,1,92
64,1.2,0,0,2,40,4,63,0,,1,0,0,94
34,1.2,0,0,3,9,3,104,0,,1,0,0,95
61,0.8,0,0,2,35,1,40,128,128.0,1,0,0,95
63,0.0,0,0,3,39,2,92,0,,1,0,0,94
59,0.7,0,0,2,33,2,72,226,226.0,0,0,0,92
51,1.9,0,0,2,27,3,44,141,141.0,0,0,0,94
41,3.5,0,1,1,16,4,114,0,,0,1,0,94
37,2.4,0,0,1,13,4,73,0,,0,0,0,95
64,1.2,0,1,2,40,4,63,0,,0,0,1,91
44,0.8,1,1,3,20,1,69,184,184.0,1,0,0,92
62,1.5,0,0,1,37,3,42,0,,1,0,0,92
50,2.7,0,0,1,26,1,88,0,,1,0,0,90
43,0.4,0,0,1,18,2,98,0,,1,0,0,92
34,3.0,0,0,1,8,1,65,227,227.0,1,1,0,92
38,0.3,0,0,2,13,2,12,104,104.0,1,0,1,94
29,3.0,0,1,1,5,4,122,0,,0,1,0,94
39,0.0,0,0,3,14,2,12,0,,0,0,0,92
53,0.2,0,1,1,29,2,24,0,,0,0,0,94
46,0.6,0,0,3,20,4,25,125,125.0,0,0,0,93
57,2.7,0,0,1,31,2,131,0,,0,0,0,90
59,2.3,0,1,3,33,2,50,0,,0,0,0,94
52,0.4,0,0,1,28,2,21,0,,1,0,1,94
29,1.1,0,0,2,3,3,55,0,,1,0,0,95
57,0.2,0,0,2,32,1,124,0,,1,1,0,90
49,2.6,0,0,1,23,4,58,188,188.0,0,0,0,95
